BirthDate,Gender,PreferredGender,LookingFor,Faculty,PersonalTraits,Interests,Values,Bio,Bio_processed,adventurous,ambitious,creative,curious,funny,introverted,outgoing,shy,thoughtful,cooking,fashion,gaming,hiking,music,photography,reading,sports,technology,traveling,creativity,empathy,honesty,independence,loyalty,respect,responsibility,spirituality,10,5,90’s,@,adventure,adventurous,always,anything,away,believe,best,binge-watching,bit,book,carbonara,casual,cat,catching,celebrity,city,click,coding,coffee,collection,comic,communication,connection,conversation,cook,cornerstone,country,date,deep,deeper,digital,don't,easygoing,either,enjoy,exploring,favorite,find,free,friend,fun,gaming,geek,genuine,go,goal,good,got,growth,hiking,honesty,house,humor,impromptu,introverted,it’s,key,language,lasting,latest,laugh,looking,love,loyal,loyalty,make,making,mean,meaningful,memory,met,movie,mutual,need,nerd,new,one,open,other’s,outdoors,partner,past,people,personal,playing,podcasts,probably,queen,reading,ready,recipe,relationship,respect,ride,road,sarcasm,say,searching,seeing,sense,serious,share,shared,she's,show,someone,something,spaghetti,speak,spending,spontaneous,sport,supporting,tech,thing,think,thoughtful,three,time,total,town,trip,trust,trying,value,visited,want,weekend,working,year
1995-01-15,others,others,long-term partner,Science,"['thoughtful', 'adventurous', 'funny']","['fashion', 'hiking']","['empathy', 'respect']","I’ve got a collection of 90’s comic books. Looking for someone who can make me laugh and is up for adventures. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. On weekends, I’m either trying out new recipes or exploring a new city. I’m all about loyalty, and I believe in supporting each other’s growth.","['got', 'collection', '90’s', 'comic', 'book', 'looking', 'someone', 'make', 'laugh', 'adventure', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2002-06-19,m,others,long-term but short-term OK,Medicine,"['shy', 'introverted', 'adventurous']","['photography', 'sports', 'cooking']","['loyalty', 'responsibility', 'independence']","My cat thinks she's the queen of the house. I’m searching for a genuine connection and deep conversations. I'm adventurous, spontaneous, and love trying new things. I love hiking, playing sports, and spending time outdoors. Honesty and trust are the cornerstones of any relationship for me.","['cat', 'think', ""she's"", 'queen', 'house', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'honesty', 'trust', 'cornerstone', 'relationship']",1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2003-10-20,others,f,short-term but long-term OK,Business,"['curious', 'introverted']","['photography', 'music', 'fashion']","['honesty', 'creativity', 'empathy']","I can cook a mean spaghetti carbonara. I’m searching for a genuine connection and deep conversations. A good sense of humor is key, and I’m always up for a good laugh. On weekends, I’m either trying out new recipes or exploring a new city. Honesty and trust are the cornerstones of any relationship for me.","['cook', 'mean', 'spaghetti', 'carbonara', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'honesty', 'trust', 'cornerstone', 'relationship']",0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1998-04-29,others,others,long-term but short-term OK,Architecture,"['introverted', 'ambitious', 'shy']","['music', 'cooking', 'traveling']","['honesty', 'spirituality', 'responsibility']","I can cook a mean spaghetti carbonara. Not just looking for a date, but someone to share memories with. A good sense of humor is key, and I’m always up for a good laugh. I’m a tech geek who loves coding, gaming, and anything digital. I value open communication and believe it’s key to a lasting relationship.","['cook', 'mean', 'spaghetti', 'carbonara', 'looking', 'date', 'someone', 'share', 'memory', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001-04-17,others,f,short-term but long-term OK,Architecture,"['curious', 'shy', 'ambitious']","['hiking', 'fashion']","['independence', 'empathy']","I can speak three languages, and one of them is sarcasm. I'm ready for something serious, but I’m open to seeing where things go. I'm adventurous, spontaneous, and love trying new things. I’m a tech geek who loves coding, gaming, and anything digital. I’m all about loyalty, and I believe in supporting each other’s growth.","['speak', 'three', 'language', 'one', 'sarcasm', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1996-05-20,others,any,short-term but long-term OK,Medicine,"['curious', 'introverted']","['traveling', 'cooking', 'reading']","['responsibility', 'honesty', 'spirituality']","I’ve visited 10 countries in the past 5 years. I’m searching for a genuine connection and deep conversations. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m into personal growth and want a partner who values that too.","['visited', '10', 'country', 'past', '5', 'year', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
1997-11-03,others,f,new friends,Architecture,"['shy', 'outgoing', 'creative']","['photography', 'hiking']","['honesty', 'empathy', 'respect']","My cat thinks she's the queen of the house. Casual fun, but always open to something deeper if we click. I'm adventurous, spontaneous, and love trying new things. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m all about loyalty, and I believe in supporting each other’s growth.","['cat', 'think', ""she's"", 'queen', 'house', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1996-02-16,m,others,long-term but short-term OK,Arts,['outgoing'],['gaming'],"['honesty', 'responsibility']","I make the best coffee in town. Don't @ me. I'm ready for something serious, but I’m open to seeing where things go. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I love hiking, playing sports, and spending time outdoors. I value open communication and believe it’s key to a lasting relationship.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2001-10-01,m,f,short-term but long-term OK,Architecture,['shy'],['reading'],"['honesty', 'creativity', 'respect']","My cat thinks she's the queen of the house. Casual fun, but always open to something deeper if we click. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I’m a tech geek who loves coding, gaming, and anything digital. I’m into personal growth and want a partner who values that too.","['cat', 'think', ""she's"", 'queen', 'house', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1997-10-09,f,m,short-term but long-term OK,Business,"['outgoing', 'creative', 'shy']","['fashion', 'gaming', 'music']","['loyalty', 'creativity']","I can cook a mean spaghetti carbonara. I'm ready for something serious, but I’m open to seeing where things go. I’m thoughtful and love making meaningful connections with people. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['cook', 'mean', 'spaghetti', 'carbonara', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1996-06-19,m,m,casual fun,Architecture,"['thoughtful', 'shy', 'introverted']",['gaming'],"['loyalty', 'creativity', 'respect']","I can speak three languages, and one of them is sarcasm. Not just looking for a date, but someone to share memories with. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['speak', 'three', 'language', 'one', 'sarcasm', 'looking', 'date', 'someone', 'share', 'memory', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
1996-07-14,f,any,new friends,Arts,['outgoing'],"['music', 'cooking', 'traveling']",['spirituality'],"I’ve visited 10 countries in the past 5 years. Not just looking for a date, but someone to share memories with. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I love hiking, playing sports, and spending time outdoors. I’m into personal growth and want a partner who values that too.","['visited', '10', 'country', 'past', '5', 'year', 'looking', 'date', 'someone', 'share', 'memory', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
1996-07-12,f,any,new friends,Arts,['thoughtful'],['hiking'],"['respect', 'responsibility']","My cat thinks she's the queen of the house. Casual fun, but always open to something deeper if we click. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. On weekends, I’m either trying out new recipes or exploring a new city. I value open communication and believe it’s key to a lasting relationship.","['cat', 'think', ""she's"", 'queen', 'house', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1996-08-14,others,others,still figuring it out,Medicine,['introverted'],['traveling'],['spirituality'],"I’ve got a collection of 90’s comic books. Not just looking for a date, but someone to share memories with. A good sense of humor is key, and I’m always up for a good laugh. If I’m not working out, I’m catching up on the latest movies and podcasts. Mutual respect and shared goals make for the best relationships.","['got', 'collection', '90’s', 'comic', 'book', 'looking', 'date', 'someone', 'share', 'memory', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'working', 'catching', 'latest', 'movie', 'podcasts', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1995-05-16,m,m,new friends,Architecture,['ambitious'],"['technology', 'fashion']","['loyalty', 'responsibility', 'spirituality']","My cat thinks she's the queen of the house. Not just looking for a date, but someone to share memories with. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. If I’m not working out, I’m catching up on the latest movies and podcasts. Mutual respect and shared goals make for the best relationships.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'date', 'someone', 'share', 'memory', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'working', 'catching', 'latest', 'movie', 'podcasts', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1996-06-08,f,f,casual fun,Engineering,['shy'],"['cooking', 'sports', 'hiking']",['loyalty'],"I make the best coffee in town. Don't @ me. Looking for someone who can make me laugh and is up for adventures. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I love hiking, playing sports, and spending time outdoors. I value open communication and believe it’s key to a lasting relationship.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'looking', 'someone', 'make', 'laugh', 'adventure', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2004-03-17,m,others,long-term partner,Medicine,['curious'],['cooking'],"['respect', 'honesty', 'independence']","I can cook a mean spaghetti carbonara. Not just looking for a date, but someone to share memories with. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. Mutual respect and shared goals make for the best relationships.","['cook', 'mean', 'spaghetti', 'carbonara', 'looking', 'date', 'someone', 'share', 'memory', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1996-05-05,others,others,long-term partner,Science,['shy'],"['sports', 'technology', 'traveling']","['empathy', 'independence']","I make the best coffee in town. Don't @ me. Looking for someone who can make me laugh and is up for adventures. I'm adventurous, spontaneous, and love trying new things. I’m a tech geek who loves coding, gaming, and anything digital. I value open communication and believe it’s key to a lasting relationship.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'looking', 'someone', 'make', 'laugh', 'adventure', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1994-09-12,m,m,new friends,Engineering,['creative'],['hiking'],"['empathy', 'responsibility', 'loyalty']","I’ve got a collection of 90’s comic books. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['got', 'collection', '90’s', 'comic', 'book', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
2000-01-24,m,f,long-term but short-term OK,Business,"['thoughtful', 'adventurous', 'curious']",['fashion'],['responsibility'],"I’ve visited 10 countries in the past 5 years. I’m searching for a genuine connection and deep conversations. A good sense of humor is key, and I’m always up for a good laugh. On weekends, I’m either trying out new recipes or exploring a new city. I’m into personal growth and want a partner who values that too.","['visited', '10', 'country', 'past', '5', 'year', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'personal', 'growth', 'want', 'partner', 'value']",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
